운행일자,정산사업자,노선아이디,노선명,노선번호,교통수단구분,교통수단 상세구분명,기점 정류장 아이디,종점 정류장 아이디,기점 정류장 명,종점 정류장 명,노선길이,경유정류장수
2025-06-13,마이비,1,부산지하철1호선,부산지하철1호선,지하철,부산지하철,95,134,다대포해수욕장,노포역,정보없음,40
2025-06-13,마이비,1,부산지하철1호선,부산지하철1호선,지하철,부산지하철,95,134,다대포해수욕장,노포역,정보없음,40
2025-06-13,마이비,1,부산경전철,부산김해경전철,지하철,김해경전철,95,134,가야대역,사상역,정보없음,40
2025-06-13,마이비,2,부산지하철2호선,부산지하철2호선,지하철,부산지하철,201,243,장산역,양산역,정보없음,43
2025-06-13,마이비,2,부산지하철2호선,부산지하철2호선,지하철,부산지하철,201,243,장산역,양산역,정보없음,43
2025-06-13,마이비,3,부산지하철3호선,부산지하철3호선,지하철,부산지하철,301,317,대저역,수영역,정보없음,17
2025-06-13,마이비,3,부산지하철3호선,부산지하철3호선,지하철,부산지하철,301,317,대저역,수영역,정보없음,17
2025-06-13,마이비,4,부산지하철4호선,부산지하철4호선,지하철,부산지하철,401,414,미남역,안평역,정보없음,14
2025-06-13,마이비,4,부산지하철4호선,부산지하철4호선,지하철,부산지하철,401,414,미남역,안평역,정보없음,14
2025-06-13,마이비,25041001,강서구DRT,강서구DRT,버스,부산일반버스,2622205,2622207,정보없음,정보없음,151,3
2025-06-13,마이비,25041001,강서구DRT,강서구DRT,버스,부산일반버스,2622205,2622207,정보없음,정보없음,151,3
2025-06-13,마이비,25501001,전주동물원-전주동물원,80(지선),버스,901태백_좌석1,2506740,2506730,전주동물원,전주동물원,27103,59
2025-06-13,마이비,25501001,전주동물원-전주동물원,80(지선),버스,901태백_좌석1,2506740,2506730,전주동물원,전주동물원,27103,59
2025-06-13,마이비,25501002,전주동물원-전주동물원,32(고정),버스,901태백_좌석1,2506740,2506730,전주동물원,전주동물원,27103,59
2025-06-13,마이비,25501002,전주동물원-전주동물원,32(고정),버스,901태백_좌석1,2506740,2506730,전주동물원,전주동물원,27103,59
2025-06-13,마이비,25501003,전주동물원-전주동물원,102(저상),버스,901태백_좌석1,2506740,2506730,전주동물원,전주동물원,27103,59
2025-06-13,마이비,25501003,전주동물원-전주동물원,102(저상),버스,901태백_좌석1,2506740,2506730,전주동물원,전주동물원,27103,59
2025-06-13,마이비,25501004,전주동물원-전주동물원,97(본선),버스,901태백_좌석1,2506740,2506730,전주동물원,전주동물원,27103,59
2025-06-13,마이비,25501004,전주동물원-전주동물원,97(본선),버스,901태백_좌석1,2506740,2506730,전주동물원,전주동물원,27103,59
2025-06-13,마이비,25501005,평화동종점-평화동종점,5(시민),버스,901태백_좌석1,2504460,2504470,평화동종점,평화동종점,53017,111
2025-06-13,마이비,25501005,평화동종점-평화동종점,5(시민),버스,901태백_좌석1,2504460,2504470,평화동종점,평화동종점,53017,111
2025-06-13,마이비,25501007,평화동종점-평화동종점,46(제일),버스,901태백_좌석1,2504460,2504470,평화동종점,평화동종점,46789,106
2025-06-13,마이비,25501007,평화동종점-평화동종점,46(제일),버스,901태백_좌석1,2504460,2504470,평화동종점,평화동종점,46789,106
2025-06-13,마이비,25501008,평화동종점-평화동종점,73(성진),버스,901태백_좌석1,2504460,2504470,평화동종점,평화동종점,41302,92
2025-06-13,마이비,25501008,평화동종점-평화동종점,73(성진),버스,901태백_좌석1,2504460,2504470,평화동종점,평화동종점,41302,92
2025-06-13,마이비,25501009,중인동-중인동,47(성진),버스,901태백_좌석1,2504090,2504080,중인동,중인동,50754,106
2025-06-13,마이비,25501009,중인동-중인동,47(성진),버스,901태백_좌석1,2504090,2504080,중인동,중인동,50754,106
2025-06-13,마이비,25501010,전주대학교-전주대학교,41(호남),버스,901태백_좌석1,2503680,2503690,전주대학교,전주대학교,56315,137
2025-06-13,마이비,25501010,전주대학교-전주대학교,41(호남),버스,901태백_좌석1,2503680,2503690,전주대학교,전주대학교,56315,137
2025-06-13,마이비,25501011,고산터미널-고산터미널,1-1(고산),버스,902태백_시내2,2513251,2513261,고산터미널,고산터미널,50000,59
2025-06-13,마이비,25501011,고산터미널-고산터미널,1-1(고산),버스,902태백_시내2,2513251,2513261,고산터미널,고산터미널,50000,59
2025-06-13,마이비,25501012,고산터미널-고산터미널,1-2(고산),버스,902태백_시내2,2513261,2513251,고산터미널,고산터미널,39093,49
2025-06-13,마이비,25501012,고산터미널-고산터미널,1-2(고산),버스,902태백_시내2,2513261,2513251,고산터미널,고산터미널,39093,49
2025-06-13,마이비,25501013,고산터미널-고산터미널,1-3(고산),버스,902태백_시내2,2513261,2513251,고산터미널,고산터미널,39610,48
2025-06-13,마이비,25501013,고산터미널-고산터미널,1-3(고산),버스,902태백_시내2,2513261,2513251,고산터미널,고산터미널,39610,48
2025-06-13,마이비,25501014,중인동-중인동,24(제일),버스,901태백_좌석1,2504090,2504080,중인동,중인동,36139,84
2025-06-13,마이비,25501014,중인동-중인동,24(제일),버스,901태백_좌석1,2504090,2504080,중인동,중인동,36139,84
2025-06-13,마이비,25501016,전북대종점-전북대종점,86(성진),버스,901태백_좌석1,2509860,2509870,전북대종점,전북대종점,60183,132
2025-06-13,마이비,25501016,전북대종점-전북대종점,86(성진),버스,901태백_좌석1,2509860,2509870,전북대종점,전북대종점,60183,132
2025-06-13,마이비,25501017,전주대캠퍼스-전주대캠퍼스,68(성진),버스,901태백_좌석1,2554110,2554110,전주대캠퍼스,전주대캠퍼스,18545,35
2025-06-13,마이비,25501017,전주대캠퍼스-전주대캠퍼스,68(성진),버스,901태백_좌석1,2554110,2554110,전주대캠퍼스,전주대캠퍼스,18545,35
2025-06-13,마이비,25501018,낙수정-낙수정,11(시민),버스,901태백_좌석1,2500420,2500430,낙수정,낙수정,32822,69
2025-06-13,마이비,25501018,낙수정-낙수정,11(시민),버스,901태백_좌석1,2500420,2500430,낙수정,낙수정,32822,69
2025-06-13,마이비,25501019,평화동종점-평화동종점,39(호남),버스,901태백_좌석1,2504460,2504470,평화동종점,평화동종점,43315,100
2025-06-13,마이비,25501019,평화동종점-평화동종점,39(호남),버스,901태백_좌석1,2504460,2504470,평화동종점,평화동종점,43315,100
2025-06-13,마이비,25501020,신복리_이랑골-운주터미널,10-1(고산),버스,902태백_시내2,2518441,2520411,신복리_이랑골(미사용),운주터미널,229727,157
2025-06-13,마이비,25501020,신복리_이랑골-운주터미널,10-1(고산),버스,902태백_시내2,2518441,2520411,신복리_이랑골(미사용),운주터미널,229727,157
2025-06-13,마이비,25501021,운주터미널-고산터미널,10-2(고산),버스,902태백_시내2,2520421,2513261,운주터미널,고산터미널,104448,76
2025-06-13,마이비,25501021,운주터미널-고산터미널,10-2(고산),버스,902태백_시내2,2520421,2513261,운주터미널,고산터미널,104448,76
2025-06-13,마이비,25501022,감수리-감수리,74(호남),버스,901태백_좌석1,2505670,2505660,감수리,감수리,47209,102
2025-06-13,마이비,25501022,감수리-감수리,74(호남),버스,901태백_좌석1,2505670,2505660,감수리,감수리,47209,102
2025-06-13,마이비,25501024,감수리-감수리,69(호남),버스,901태백_좌석1,2505670,2505660,감수리,감수리,47209,102
2025-06-13,마이비,25501024,감수리-감수리,69(호남),버스,901태백_좌석1,2505670,2505660,감수리,감수리,47209,102
2025-06-13,마이비,25501026,감수리-감수리,75(호남),버스,901태백_좌석1,2505670,2505660,감수리,감수리,47209,102
2025-06-13,마이비,25501026,감수리-감수리,75(호남),버스,901태백_좌석1,2505670,2505660,감수리,감수리,47209,102
2025-06-13,마이비,25501028,전주대캠퍼스-전주대캠퍼스,67(성진),버스,901태백_좌석1,2554110,2554110,전주대캠퍼스,전주대캠퍼스,18545,35
2025-06-13,마이비,25501028,전주대캠퍼스-전주대캠퍼스,67(성진),버스,901태백_좌석1,2554110,2554110,전주대캠퍼스,전주대캠퍼스,18545,35
2025-06-13,마이비,25501030,이서회차지-이서회차지,38(성진),버스,901태백_좌석1,2553871,2553861,이서회차지,이서회차지,62373,140
2025-06-13,마이비,25501030,이서회차지-이서회차지,38(성진),버스,901태백_좌석1,2553871,2553861,이서회차지,이서회차지,62373,140
2025-06-13,마이비,25501032,이서회차지-이서회차지,39(성진),버스,901태백_좌석1,2553871,2553861,이서회차지,이서회차지,62373,140
2025-06-13,마이비,25501032,이서회차지-이서회차지,39(성진),버스,901태백_좌석1,2553871,2553861,이서회차지,이서회차지,62373,140
2025-06-13,마이비,25501034,이서회차지-이서회차지,40(성진),버스,901태백_좌석1,2553871,2553861,이서회차지,이서회차지,62373,140
2025-06-13,마이비,25501034,이서회차지-이서회차지,40(성진),버스,901태백_좌석1,2553871,2553861,이서회차지,이서회차지,62373,140
2025-06-13,마이비,25501036,이서회차지-이서회차지,41(성진),버스,901태백_좌석1,2553871,2553861,이서회차지,이서회차지,62373,140
2025-06-13,마이비,25501036,이서회차지-이서회차지,41(성진),버스,901태백_좌석1,2553871,2553861,이서회차지,이서회차지,62373,140
2025-06-13,마이비,25501038,이서회차지-이서회차지,42(성진),버스,901태백_좌석1,2553871,2553861,이서회차지,이서회차지,62373,140
2025-06-13,마이비,25501038,이서회차지-이서회차지,42(성진),버스,901태백_좌석1,2553871,2553861,이서회차지,이서회차지,62373,140
2025-06-13,마이비,25501040,송천동종점-송천동종점,23(전일),버스,901태백_좌석1,2525290,2525300,송천동종점,송천동종점,36572,89
2025-06-13,마이비,25501040,송천동종점-송천동종점,23(전일),버스,901태백_좌석1,2525290,2525300,송천동종점,송천동종점,36572,89
2025-06-13,마이비,25501042,전주대학교-전주대학교,35(성진),버스,901태백_좌석1,2503680,2503690,전주대학교,전주대학교,37451,89
2025-06-13,마이비,25501042,전주대학교-전주대학교,35(성진),버스,901태백_좌석1,2503680,2503690,전주대학교,전주대학교,37451,89
2025-06-13,마이비,25501044,전북대종점-전북대종점,87(성진),버스,901태백_좌석1,2509860,2509870,전북대종점,전북대종점,60183,132
2025-06-13,마이비,25501044,전북대종점-전북대종점,87(성진),버스,901태백_좌석1,2509860,2509870,전북대종점,전북대종점,60183,132
2025-06-13,마이비,25501045,전주대캠퍼스-전주대캠퍼스,69(성진),버스,901태백_좌석1,2554110,2554110,전주대캠퍼스,전주대캠퍼스,18545,35
2025-06-13,마이비,25501045,전주대캠퍼스-전주대캠퍼스,69(성진),버스,901태백_좌석1,2554110,2554110,전주대캠퍼스,전주대캠퍼스,18545,35
2025-06-13,마이비,25501047,평화동종점-평화동종점,45(호남),버스,901태백_좌석1,2504460,2504470,평화동종점,평화동종점,43315,100
2025-06-13,마이비,25501047,평화동종점-평화동종점,45(호남),버스,901태백_좌석1,2504460,2504470,평화동종점,평화동종점,43315,100
2025-06-13,마이비,25501048,비전대학교-비전대학교,8(전일),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,21698,51
2025-06-13,마이비,25501048,비전대학교-비전대학교,8(전일),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,21698,51
2025-06-13,마이비,25501050,비전대학교-비전대학교,9(전일),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,21698,51
2025-06-13,마이비,25501050,비전대학교-비전대학교,9(전일),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,21698,51
2025-06-13,마이비,25501052,비전대학교-비전대학교,10(전일),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,21698,51
2025-06-13,마이비,25501052,비전대학교-비전대학교,10(전일),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,21698,51
2025-06-13,마이비,25501054,비전대학교-비전대학교,11(전일),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,21698,51
2025-06-13,마이비,25501054,비전대학교-비전대학교,11(전일),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,21698,51
2025-06-13,마이비,25501056,비전대학교-비전대학교,12(전일),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,21698,51
2025-06-13,마이비,25501056,비전대학교-비전대학교,12(전일),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,21698,51
2025-06-13,마이비,25501058,비전대학교-비전대학교,13(전일),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,21698,51
2025-06-13,마이비,25501058,비전대학교-비전대학교,13(전일),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,21698,51
2025-06-13,마이비,25501059,비전대학교-비전대학교,76(제일),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,21685,52
2025-06-13,마이비,25501059,비전대학교-비전대학교,76(제일),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,21685,52
2025-06-13,마이비,25501060,비전대학교-비전대학교,77(제일),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,21685,52
2025-06-13,마이비,25501060,비전대학교-비전대학교,77(제일),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,21685,52
2025-06-13,마이비,25501061,비전대학교-비전대학교,78(제일),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,21685,52
2025-06-13,마이비,25501061,비전대학교-비전대학교,78(제일),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,21685,52
2025-06-13,마이비,25501062,전주시양묘장-전주시양묘장,59(전일),버스,901태백_좌석1,2525330,2525320,전주시양묘장,전주시양묘장,45653,94
2025-06-13,마이비,25501062,전주시양묘장-전주시양묘장,59(전일),버스,901태백_좌석1,2525330,2525320,전주시양묘장,전주시양묘장,45653,94
2025-06-13,마이비,25501064,전북대종점-전북대종점,88(성진),버스,901태백_좌석1,2509860,2509870,전북대종점,전북대종점,60183,132
2025-06-13,마이비,25501064,전북대종점-전북대종점,88(성진),버스,901태백_좌석1,2509860,2509870,전북대종점,전북대종점,60183,132
2025-06-13,마이비,25501065,전주대캠퍼스-전주대캠퍼스,90(성진),버스,901태백_좌석1,2554110,2554110,전주대캠퍼스,전주대캠퍼스,18546,35
2025-06-13,마이비,25501065,전주대캠퍼스-전주대캠퍼스,90(성진),버스,901태백_좌석1,2554110,2554110,전주대캠퍼스,전주대캠퍼스,18546,35
2025-06-13,마이비,25501066,삼례터미널-삼례터미널,97(시내),버스,902태백_시내2,2516811,2516801,삼례터미널,삼례터미널,157802,261
2025-06-13,마이비,25501066,삼례터미널-삼례터미널,97(시내),버스,902태백_시내2,2516811,2516801,삼례터미널,삼례터미널,157802,261
2025-06-13,마이비,25501067,평화동종점-평화동종점,42(호남),버스,901태백_좌석1,2504460,2504470,평화동종점,평화동종점,43315,100
2025-06-13,마이비,25501067,평화동종점-평화동종점,42(호남),버스,901태백_좌석1,2504460,2504470,평화동종점,평화동종점,43315,100
2025-06-13,마이비,25501068,비전대학교-비전대학교,39(전일),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,54827,126
2025-06-13,마이비,25501068,비전대학교-비전대학교,39(전일),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,54827,126
2025-06-13,마이비,25501070,전북대종점-전북대종점,1(호남),버스,901태백_좌석1,2509860,2509870,전북대종점,전북대종점,13708,31
2025-06-13,마이비,25501070,전북대종점-전북대종점,1(호남),버스,901태백_좌석1,2509860,2509870,전북대종점,전북대종점,13708,31
2025-06-13,마이비,25501071,전주대캠퍼스-전주대캠퍼스,91(성진),버스,901태백_좌석1,2554110,2554110,전주대캠퍼스,전주대캠퍼스,18546,35
2025-06-13,마이비,25501071,전주대캠퍼스-전주대캠퍼스,91(성진),버스,901태백_좌석1,2554110,2554110,전주대캠퍼스,전주대캠퍼스,18546,35
2025-06-13,마이비,25501072,삼례터미널-삼례터미널,98(시내),버스,902태백_시내2,2516811,2516811,삼례터미널,삼례터미널,45842,90
2025-06-13,마이비,25501072,삼례터미널-삼례터미널,98(시내),버스,902태백_시내2,2516811,2516811,삼례터미널,삼례터미널,45842,90
2025-06-13,마이비,25501073,송천동종점-송천동종점,43(호남),버스,901태백_좌석1,2525290,2525300,송천동종점,송천동종점,36572,89
2025-06-13,마이비,25501073,송천동종점-송천동종점,43(호남),버스,901태백_좌석1,2525290,2525300,송천동종점,송천동종점,36572,89
2025-06-13,마이비,25501074,비전대학교-비전대학교,33(전일),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,54827,126
2025-06-13,마이비,25501074,비전대학교-비전대학교,33(전일),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,54827,126
2025-06-13,마이비,25501076,전북대종점-전북대종점,2(호남),버스,901태백_좌석1,2509860,2509870,전북대종점,전북대종점,13708,31
2025-06-13,마이비,25501076,전북대종점-전북대종점,2(호남),버스,901태백_좌석1,2509860,2509870,전북대종점,전북대종점,13708,31
2025-06-13,마이비,25501077,전주대캠퍼스-전주대캠퍼스,92(성진),버스,901태백_좌석1,2554110,2554110,전주대캠퍼스,전주대캠퍼스,18546,35
2025-06-13,마이비,25501077,전주대캠퍼스-전주대캠퍼스,92(성진),버스,901태백_좌석1,2554110,2554110,전주대캠퍼스,전주대캠퍼스,18546,35
2025-06-13,마이비,25501078,전주동물원-전주동물원,77(호남),버스,901태백_좌석1,2506740,2506730,전주동물원,전주동물원,37596,90
2025-06-13,마이비,25501078,전주동물원-전주동물원,77(호남),버스,901태백_좌석1,2506740,2506730,전주동물원,전주동물원,37596,90
2025-06-13,마이비,25501079,송천동종점-송천동종점,46(호남),버스,901태백_좌석1,2525290,2525300,송천동종점,송천동종점,36572,89
2025-06-13,마이비,25501079,송천동종점-송천동종점,46(호남),버스,901태백_좌석1,2525290,2525300,송천동종점,송천동종점,36572,89
2025-06-13,마이비,25501080,전주대학교-전주대학교,85(제일),버스,901태백_좌석1,2503680,2503690,전주대학교,전주대학교,56315,137
2025-06-13,마이비,25501080,전주대학교-전주대학교,85(제일),버스,901태백_좌석1,2503680,2503690,전주대학교,전주대학교,56315,137
2025-06-13,마이비,25501082,전북대종점-전북대종점,5(호남),버스,901태백_좌석1,2509860,2509870,전북대종점,전북대종점,13708,31
2025-06-13,마이비,25501082,전북대종점-전북대종점,5(호남),버스,901태백_좌석1,2509860,2509870,전북대종점,전북대종점,13708,31
2025-06-13,마이비,25501083,송천동종점-송천동종점,16(호남),버스,901태백_좌석1,2525290,2525300,송천동종점,송천동종점,20072,45
2025-06-13,마이비,25501083,송천동종점-송천동종점,16(호남),버스,901태백_좌석1,2525290,2525300,송천동종점,송천동종점,20072,45
2025-06-13,마이비,25501085,이서회차지-이서회차지,56(호남),버스,901태백_좌석1,2553871,2553861,이서회차지,이서회차지,62373,140
2025-06-13,마이비,25501085,이서회차지-이서회차지,56(호남),버스,901태백_좌석1,2553871,2553861,이서회차지,이서회차지,62373,140
2025-06-13,마이비,25501086,중인동-중인동,25(제일),버스,901태백_좌석1,2504090,2504080,중인동,중인동,36139,84
2025-06-13,마이비,25501086,중인동-중인동,25(제일),버스,901태백_좌석1,2504090,2504080,중인동,중인동,36139,84
2025-06-13,마이비,25501088,전주대학교-전주대학교,70(호남),버스,901태백_좌석1,2503680,2503690,전주대학교,전주대학교,37451,89
2025-06-13,마이비,25501088,전주대학교-전주대학교,70(호남),버스,901태백_좌석1,2503680,2503690,전주대학교,전주대학교,37451,89
2025-06-13,마이비,25501089,송천동종점-송천동종점,20(호남),버스,901태백_좌석1,2525290,2525300,송천동종점,송천동종점,20072,45
2025-06-13,마이비,25501089,송천동종점-송천동종점,20(호남),버스,901태백_좌석1,2525290,2525300,송천동종점,송천동종점,20072,45
2025-06-13,마이비,25501090,해전-해전,79(지선),버스,902태백_시내2,2529961,2528861,해전,해전,28443,68
2025-06-13,마이비,25501090,해전-해전,79(지선),버스,902태백_시내2,2529961,2528861,해전,해전,28443,68
2025-06-13,마이비,25501091,이서회차지-이서회차지,57(호남),버스,901태백_좌석1,2553871,2553861,이서회차지,이서회차지,62373,140
2025-06-13,마이비,25501091,이서회차지-이서회차지,57(호남),버스,901태백_좌석1,2553871,2553861,이서회차지,이서회차지,62373,140
2025-06-13,마이비,25501092,평화동종점-평화동종점,31(호남),버스,901태백_좌석1,2504460,2504470,평화동종점,평화동종점,52610,119
2025-06-13,마이비,25501092,평화동종점-평화동종점,31(호남),버스,901태백_좌석1,2504460,2504470,평화동종점,평화동종점,52610,119
2025-06-13,마이비,25501094,전주대학교-전주대학교,71(호남),버스,901태백_좌석1,2503680,2503690,전주대학교,전주대학교,37451,89
2025-06-13,마이비,25501094,전주대학교-전주대학교,71(호남),버스,901태백_좌석1,2503680,2503690,전주대학교,전주대학교,37451,89
2025-06-13,마이비,25501095,송천동종점-송천동종점,26(호남),버스,901태백_좌석1,2525290,2525300,송천동종점,송천동종점,20072,45
2025-06-13,마이비,25501095,송천동종점-송천동종점,26(호남),버스,901태백_좌석1,2525290,2525300,송천동종점,송천동종점,20072,45
2025-06-13,마이비,25501096,전주동물원-전주동물원,30(시민),버스,901태백_좌석1,2506740,2506730,전주동물원,전주동물원,37596,90
2025-06-13,마이비,25501096,전주동물원-전주동물원,30(시민),버스,901태백_좌석1,2506740,2506730,전주동물원,전주동물원,37596,90
2025-06-13,마이비,25501097,평화동종점-평화동종점,35(제일),버스,901태백_좌석1,2504460,2504470,평화동종점,평화동종점,70259,144
2025-06-13,마이비,25501097,평화동종점-평화동종점,35(제일),버스,901태백_좌석1,2504460,2504470,평화동종점,평화동종점,70259,144
2025-06-13,마이비,25501098,비전대학교-비전대학교,53(성진),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,40277,89
2025-06-13,마이비,25501098,비전대학교-비전대학교,53(성진),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,40277,89
2025-06-13,마이비,25501100,전주대학교-전주대학교,72(호남),버스,901태백_좌석1,2503680,2503690,전주대학교,전주대학교,37451,89
2025-06-13,마이비,25501100,전주대학교-전주대학교,72(호남),버스,901태백_좌석1,2503680,2503690,전주대학교,전주대학교,37451,89
2025-06-13,마이비,25501101,감수리-감수리,68(호남),버스,901태백_좌석1,2505670,2505660,감수리,감수리,62664,130
2025-06-13,마이비,25501101,감수리-감수리,68(호남),버스,901태백_좌석1,2505670,2505660,감수리,감수리,62664,130
2025-06-13,마이비,25501102,삼례터미널-삼례터미널,31(고정),버스,902태백_시내2,2516811,2516801,삼례터미널,삼례터미널,41933,90
2025-06-13,마이비,25501102,삼례터미널-삼례터미널,31(고정),버스,902태백_시내2,2516811,2516801,삼례터미널,삼례터미널,41933,90
2025-06-13,마이비,25501103,삼천동종점-삼천동종점,8(제일),버스,901태백_좌석1,2525200,2525370,삼천동종점,삼천동종점,60506,127
2025-06-13,마이비,25501103,삼천동종점-삼천동종점,8(제일),버스,901태백_좌석1,2525200,2525370,삼천동종점,삼천동종점,60506,127
2025-06-13,마이비,25501104,비전대학교-비전대학교,41(전일),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,54827,126
2025-06-13,마이비,25501104,비전대학교-비전대학교,41(전일),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,54827,126
2025-06-13,마이비,25501105,기린봉-기린봉,14(호남),버스,901태백_좌석1,2500370,2500360,기린봉,기린봉,60037,142
2025-06-13,마이비,25501105,기린봉-기린봉,14(호남),버스,901태백_좌석1,2500370,2500360,기린봉,기린봉,60037,142
2025-06-13,마이비,25501106,전주대캠퍼스-전주대캠퍼스,15(호남),버스,901태백_좌석1,2554110,2554110,전주대캠퍼스,전주대캠퍼스,19945,49
2025-06-13,마이비,25501106,전주대캠퍼스-전주대캠퍼스,15(호남),버스,901태백_좌석1,2554110,2554110,전주대캠퍼스,전주대캠퍼스,19945,49
2025-06-13,마이비,25501107,삼천동종점-삼천동종점,10(제일),버스,901태백_좌석1,2525200,2525370,삼천동종점,삼천동종점,60506,127
2025-06-13,마이비,25501107,삼천동종점-삼천동종점,10(제일),버스,901태백_좌석1,2525200,2525370,삼천동종점,삼천동종점,60506,127
2025-06-13,마이비,25501108,전주대학교-전주대학교,34(성진),버스,901태백_좌석1,2503680,2503690,전주대학교,전주대학교,37451,89
2025-06-13,마이비,25501108,전주대학교-전주대학교,34(성진),버스,901태백_좌석1,2503680,2503690,전주대학교,전주대학교,37451,89
2025-06-13,마이비,25501110,평화동종점-평화동종점,44(제일),버스,901태백_좌석1,2504460,2504470,평화동종점,평화동종점,40668,96
2025-06-13,마이비,25501110,평화동종점-평화동종점,44(제일),버스,901태백_좌석1,2504460,2504470,평화동종점,평화동종점,40668,96
2025-06-13,마이비,25501111,평화동종점-평화동종점,75(성진),버스,901태백_좌석1,2504460,2504470,평화동종점,평화동종점,41302,92
2025-06-13,마이비,25501111,평화동종점-평화동종점,75(성진),버스,901태백_좌석1,2504460,2504470,평화동종점,평화동종점,41302,92
2025-06-13,마이비,25501112,비전대학교-비전대학교,51(성진),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,40277,89
2025-06-13,마이비,25501112,비전대학교-비전대학교,51(성진),버스,901태백_좌석1,2501140,2501150,비전대학교,비전대학교,40277,89
2025-06-13,마이비,25501113,전주대학교-전주대학교,44(호남),버스,901태백_좌석1,2503680,2503690,전주대학교,전주대학교,56315,137
2025-06-13,마이비,25501113,전주대학교-전주대학교,44(호남),버스,901태백_좌석1,2503680,2503690,전주대학교,전주대학교,56315,137
2025-06-13,마이비,25501114,고산터미널-고산터미널,2-1(고산),버스,902태백_시내2,2513261,2513251,고산터미널,고산터미널,77479,55
2025-06-13,마이비,25501114,고산터미널-고산터미널,2-1(고산),버스,902태백_시내2,2513261,2513251,고산터미널,고산터미널,77479,55
2025-06-13,마이비,25501115,고산터미널-고산터미널,2-2(고산),버스,902태백_시내2,2513261,2513251,고산터미널,고산터미널,16034,24
2025-06-13,마이비,25501115,고산터미널-고산터미널,2-2(고산),버스,902태백_시내2,2513261,2513251,고산터미널,고산터미널,16034,24
2025-06-13,마이비,25501116,고산터미널-고산터미널,2-3(고산),버스,902태백_시내2,2513261,2513251,고산터미널,고산터미널,73052,71
2025-06-13,마이비,25501116,고산터미널-고산터미널,2-3(고산),버스,902태백_시내2,2513261,2513251,고산터미널,고산터미널,73052,71
2025-06-13,마이비,25501117,송천동종점-송천동종점,53(전일),버스,901태백_좌석1,2525290,2525300,송천동종점,송천동종점,50684,105
2025-06-13,마이비,25501117,송천동종점-송천동종점,53(전일),버스,901태백_좌석1,2525290,2525300,송천동종점,송천동종점,50684,105
2025-06-13,마이비,25501118,기린봉-기린봉,10(호남),버스,901태백_좌석1,2500370,2500360,기린봉,기린봉,60037,142
2025-06-13,마이비,25501118,기린봉-기린봉,10(호남),버스,901태백_좌석1,2500370,2500360,기린봉,기린봉,60037,142
2025-06-13,마이비,25501119,전주대캠퍼스-전주대캠퍼스,25(호남),버스,901태백_좌석1,2554110,2554110,전주대캠퍼스,전주대캠퍼스,19945,49
2025-06-13,마이비,25501119,전주대캠퍼스-전주대캠퍼스,25(호남),버스,901태백_좌석1,2554110,2554110,전주대캠퍼스,전주대캠퍼스,19945,49
2025-06-13,마이비,25501120,삼천동종점-삼천동종점,12(제일),버스,901태백_좌석1,2525200,2525370,삼천동종점,삼천동종점,60506,127
2025-06-13,마이비,25501120,삼천동종점-삼천동종점,12(제일),버스,901태백_좌석1,2525200,2525370,삼천동종점,삼천동종점,60506,127
2025-06-13,마이비,25501121,전주대학교-전주대학교,21(성진),버스,901태백_좌석1,2503680,2503690,전주대학교,전주대학교,44350,93
2025-06-13,마이비,25501121,전주대학교-전주대학교,21(성진),버스,901태백_좌석1,2503680,2503690,전주대학교,전주대학교,44350,93
2025-06-13,마이비,25501122,기린봉-기린봉,21(호남),버스,901태백_좌석1,2500370,2500360,기린봉,기린봉,60037,142
2025-06-13,마이비,25501122,기린봉-기린봉,21(호남),버스,901태백_좌석1,2500370,2500360,기린봉,기린봉,60037,142
